'Elapsed time','MLII','V1'
'hh:mm:ss.mmm','mV','mV'
'23:00.000',0.560,-0.185
'23:00.003',0.745,-0.240
'23:00.006',0.910,-0.315
'23:00.008',1.040,-0.410
'23:00.011',1.170,-0.515
'23:00.014',1.315,-0.630
'23:00.017',1.405,-0.740
'23:00.019',1.395,-0.845
'23:00.022',1.235,-0.950
'23:00.025',0.930,-1.030
'23:00.028',0.535,-1.090
'23:00.031',0.090,-1.110
'23:00.033',-0.305,-1.110
'23:00.036',-0.600,-1.070
'23:00.039',-0.790,-1.000
'23:00.042',-0.840,-0.915
'23:00.044',-0.855,-0.815
'23:00.047',-0.815,-0.735
'23:00.050',-0.770,-0.660
'23:00.053',-0.725,-0.580
'23:00.056',-0.695,-0.525
'23:00.058',-0.680,-0.470
'23:00.061',-0.665,-0.390
'23:00.064',-0.670,-0.325
'23:00.067',-0.670,-0.260
'23:00.069',-0.680,-0.225
'23:00.072',-0.685,-0.190
'23:00.075',-0.695,-0.195
'23:00.078',-0.695,-0.185
'23:00.081',-0.700,-0.185
'23:00.083',-0.705,-0.195
'23:00.086',-0.715,-0.195
'23:00.089',-0.715,-0.195
'23:00.092',-0.720,-0.175
'23:00.094',-0.720,-0.165
'23:00.097',-0.720,-0.150
'23:00.100',-0.710,-0.145
'23:00.103',-0.715,-0.150
'23:00.106',-0.705,-0.145
'23:00.108',-0.725,-0.150
'23:00.111',-0.720,-0.150
'23:00.114',-0.725,-0.150
'23:00.117',-0.740,-0.155
'23:00.119',-0.740,-0.160
'23:00.122',-0.745,-0.170
'23:00.125',-0.745,-0.155
'23:00.128',-0.750,-0.145
'23:00.131',-0.745,-0.145
'23:00.133',-0.750,-0.130
'23:00.136',-0.750,-0.130
'23:00.139',-0.745,-0.135
'23:00.142',-0.750,-0.130
'23:00.144',-0.750,-0.135
'23:00.147',-0.760,-0.140
'23:00.150',-0.770,-0.155
'23:00.153',-0.775,-0.155
'23:00.156',-0.795,-0.155
'23:00.158',-0.800,-0.150
'23:00.161',-0.785,-0.145
'23:00.164',-0.790,-0.135
'23:00.167',-0.795,-0.130
'23:00.169',-0.800,-0.130
'23:00.172',-0.790,-0.125
'23:00.175',-0.800,-0.135
'23:00.178',-0.810,-0.135
'23:00.181',-0.825,-0.140
'23:00.183',-0.835,-0.150
'23:00.186',-0.835,-0.150
'23:00.189',-0.850,-0.150
'23:00.192',-0.855,-0.145
'23:00.194',-0.850,-0.145
'23:00.197',-0.855,-0.140
'23:00.200',-0.850,-0.135
'23:00.203',-0.855,-0.125
'23:00.206',-0.850,-0.115
'23:00.208',-0.860,-0.120
'23:00.211',-0.865,-0.130
'23:00.214',-0.880,-0.120
'23:00.217',-0.885,-0.135
'23:00.219',-0.890,-0.125
'23:00.222',-0.910,-0.140
'23:00.225',-0.910,-0.125
'23:00.228',-0.910,-0.120
'23:00.231',-0.915,-0.110
'23:00.233',-0.905,-0.105
'23:00.236',-0.905,-0.090
'23:00.239',-0.895,-0.095
'23:00.242',-0.890,-0.095
'23:00.244',-0.905,-0.085
'23:00.247',-0.900,-0.105
'23:00.250',-0.920,-0.095
'23:00.253',-0.935,-0.100
'23:00.256',-0.915,-0.105
'23:00.258',-0.915,-0.090
'23:00.261',-0.910,-0.090
'23:00.264',-0.900,-0.075
'23:00.267',-0.890,-0.060
'23:00.269',-0.875,-0.055
'23:00.272',-0.840,-0.055
'23:00.275',-0.840,-0.065
'23:00.278',-0.830,-0.045
'23:00.281',-0.815,-0.060
'23:00.283',-0.805,-0.075
'23:00.286',-0.800,-0.070
'23:00.289',-0.785,-0.085
'23:00.292',-0.770,-0.080
'23:00.294',-0.750,-0.075
'23:00.297',-0.730,-0.075
'23:00.300',-0.710,-0.070
'23:00.303',-0.685,-0.080
'23:00.306',-0.660,-0.065
'23:00.308',-0.650,-0.085
'23:00.311',-0.650,-0.100
'23:00.314',-0.640,-0.105
'23:00.317',-0.640,-0.110
'23:00.319',-0.645,-0.125
'23:00.322',-0.635,-0.125
'23:00.325',-0.635,-0.120
'23:00.328',-0.615,-0.120
'23:00.331',-0.610,-0.130
'23:00.333',-0.595,-0.125
'23:00.336',-0.595,-0.135
'23:00.339',-0.575,-0.120
'23:00.342',-0.580,-0.140
'23:00.344',-0.580,-0.140
'23:00.347',-0.585,-0.150
'23:00.350',-0.600,-0.165
'23:00.353',-0.610,-0.175
'23:00.356',-0.595,-0.175
'23:00.358',-0.600,-0.170
'23:00.361',-0.590,-0.170
'23:00.364',-0.595,-0.155
'23:00.367',-0.585,-0.160
'23:00.369',-0.575,-0.145
'23:00.372',-0.570,-0.155
'23:00.375',-0.580,-0.160
'23:00.378',-0.595,-0.175
'23:00.381',-0.580,-0.180
'23:00.383',-0.605,-0.180
'23:00.386',-0.620,-0.190
'23:00.389',-0.630,-0.190
'23:00.392',-0.615,-0.190
'23:00.394',-0.605,-0.190
'23:00.397',-0.610,-0.185
'23:00.400',-0.605,-0.180
'23:00.403',-0.600,-0.185
'23:00.406',-0.585,-0.185
'23:00.408',-0.585,-0.180
'23:00.411',-0.600,-0.205
'23:00.414',-0.605,-0.210
'23:00.417',-0.615,-0.205
'23:00.419',-0.635,-0.205
'23:00.422',-0.640,-0.215
'23:00.425',-0.650,-0.210
'23:00.428',-0.655,-0.215
'23:00.431',-0.655,-0.200
'23:00.433',-0.650,-0.200
'23:00.436',-0.640,-0.195
'23:00.439',-0.630,-0.185
'23:00.442',-0.645,-0.195
'23:00.444',-0.640,-0.205
'23:00.447',-0.645,-0.210
'23:00.450',-0.655,-0.230
'23:00.453',-0.660,-0.215
'23:00.456',-0.665,-0.225
'23:00.458',-0.665,-0.230
'23:00.461',-0.665,-0.225
'23:00.464',-0.655,-0.210
'23:00.467',-0.640,-0.205
'23:00.469',-0.630,-0.195
'23:00.472',-0.625,-0.200
'23:00.475',-0.625,-0.220
'23:00.478',-0.630,-0.230
'23:00.481',-0.650,-0.230
'23:00.483',-0.670,-0.245
'23:00.486',-0.670,-0.245
'23:00.489',-0.670,-0.250
'23:00.492',-0.660,-0.245
'23:00.494',-0.630,-0.235
'23:00.497',-0.560,-0.250
'23:00.500',-0.480,-0.285
'23:00.503',-0.365,-0.335
'23:00.506',-0.240,-0.435
'23:00.508',-0.110,-0.570
'23:00.511',-0.005,-0.705
'23:00.514',0.095,-0.855
'23:00.517',0.135,-0.975
'23:00.519',0.170,-1.060
'23:00.522',0.180,-1.120
'23:00.525',0.165,-1.145
'23:00.528',0.095,-1.170
'23:00.531',-0.010,-1.165
'23:00.533',-0.135,-1.155
'23:00.536',-0.250,-1.140
'23:00.539',-0.340,-1.110
'23:00.542',-0.430,-1.100
'23:00.544',-0.515,-1.085
'23:00.547',-0.625,-1.090
'23:00.550',-0.750,-1.085
'23:00.553',-0.905,-1.100
'23:00.556',-1.045,-1.095
'23:00.558',-1.165,-1.070
'23:00.561',-1.270,-1.040
'23:00.564',-1.335,-1.000
'23:00.567',-1.345,-0.945
'23:00.569',-1.330,-0.890
'23:00.572',-1.305,-0.855
'23:00.575',-1.275,-0.825
'23:00.578',-1.255,-0.775
'23:00.581',-1.240,-0.750
'23:00.583',-1.225,-0.720
'23:00.586',-1.225,-0.670
'23:00.589',-1.230,-0.635
'23:00.592',-1.235,-0.585
'23:00.594',-1.235,-0.535
'23:00.597',-1.215,-0.485
'23:00.600',-1.180,-0.430
'23:00.603',-1.155,-0.375
'23:00.606',-1.105,-0.340
'23:00.608',-1.065,-0.305
'23:00.611',-1.015,-0.275
'23:00.614',-0.990,-0.260
'23:00.617',-0.935,-0.245
'23:00.619',-0.895,-0.230
'23:00.622',-0.860,-0.210
'23:00.625',-0.815,-0.180
'23:00.628',-0.760,-0.145
'23:00.631',-0.730,-0.110
'23:00.633',-0.720,-0.075
'23:00.636',-0.700,-0.050
'23:00.639',-0.685,-0.015
'23:00.642',-0.695,-0.020
'23:00.644',-0.700,-0.005
'23:00.647',-0.720,-0.015
'23:00.650',-0.720,-0.010
'23:00.653',-0.720,-0.010
'23:00.656',-0.730,-0.010
'23:00.658',-0.720,0.000
'23:00.661',-0.720,0.020
'23:00.664',-0.720,0.035
'23:00.667',-0.710,0.045
'23:00.669',-0.715,0.060
'23:00.672',-0.700,0.060
'23:00.675',-0.705,0.065
'23:00.678',-0.700,0.070
'23:00.681',-0.710,0.075
'23:00.683',-0.710,0.065
'23:00.686',-0.710,0.080
'23:00.689',-0.720,0.080
'23:00.692',-0.730,0.095
'23:00.694',-0.725,0.115
'23:00.697',-0.720,0.125
'23:00.700',-0.715,0.150
'23:00.703',-0.705,0.160
'23:00.706',-0.695,0.180
'23:00.708',-0.710,0.190
'23:00.711',-0.710,0.190
'23:00.714',-0.710,0.200
'23:00.717',-0.705,0.205
'23:00.719',-0.710,0.210
'23:00.722',-0.700,0.220
'23:00.725',-0.695,0.240
'23:00.728',-0.680,0.245
'23:00.731',-0.655,0.270
'23:00.733',-0.650,0.285
'23:00.736',-0.640,0.290
'23:00.739',-0.610,0.310
'23:00.742',-0.600,0.295
'23:00.744',-0.585,0.305
'23:00.747',-0.575,0.300
'23:00.750',-0.560,0.295
'23:00.753',-0.540,0.305
'23:00.756',-0.510,0.295
'23:00.758',-0.505,0.305
'23:00.761',-0.470,0.315
'23:00.764',-0.445,0.305
'23:00.767',-0.415,0.315
'23:00.769',-0.380,0.315
'23:00.772',-0.355,0.310
'23:00.775',-0.340,0.300
'23:00.778',-0.325,0.290
'23:00.781',-0.305,0.275
'23:00.783',-0.290,0.255
'23:00.786',-0.275,0.240
'23:00.789',-0.265,0.230
'23:00.792',-0.245,0.220
'23:00.794',-0.225,0.220
'23:00.797',-0.190,0.200
'23:00.800',-0.170,0.195
'23:00.803',-0.155,0.190
'23:00.806',-0.140,0.170
'23:00.808',-0.130,0.150
'23:00.811',-0.125,0.130
'23:00.814',-0.130,0.095
'23:00.817',-0.140,0.070
'23:00.819',-0.145,0.055
'23:00.822',-0.160,0.025
'23:00.825',-0.155,0.005
'23:00.828',-0.175,0.005
'23:00.831',-0.175,-0.005
'23:00.833',-0.185,-0.015
'23:00.836',-0.185,-0.015
'23:00.839',-0.195,-0.025
'23:00.842',-0.215,-0.050
'23:00.844',-0.235,-0.075
'23:00.847',-0.250,-0.080
'23:00.850',-0.290,-0.115
'23:00.853',-0.295,-0.120
'23:00.856',-0.325,-0.135
'23:00.858',-0.350,-0.140
'23:00.861',-0.365,-0.140
'23:00.864',-0.385,-0.135
'23:00.867',-0.395,-0.140
'23:00.869',-0.405,-0.125
'23:00.872',-0.415,-0.125
'23:00.875',-0.435,-0.150
'23:00.878',-0.460,-0.155
'23:00.881',-0.475,-0.160
'23:00.883',-0.505,-0.170
'23:00.886',-0.500,-0.180
'23:00.889',-0.520,-0.185
'23:00.892',-0.530,-0.175
'23:00.894',-0.535,-0.165
'23:00.897',-0.545,-0.160
'23:00.900',-0.545,-0.165
'23:00.903',-0.540,-0.145
'23:00.906',-0.545,-0.145
'23:00.908',-0.550,-0.145
'23:00.911',-0.550,-0.155
'23:00.914',-0.565,-0.160
'23:00.917',-0.565,-0.160
'23:00.919',-0.590,-0.170
'23:00.922',-0.595,-0.170
'23:00.925',-0.605,-0.165
'23:00.928',-0.595,-0.160
'23:00.931',-0.590,-0.165
'23:00.933',-0.585,-0.155
'23:00.936',-0.575,-0.150
'23:00.939',-0.570,-0.135
'23:00.942',-0.575,-0.150
'23:00.944',-0.575,-0.160
'23:00.947',-0.570,-0.170
'23:00.950',-0.575,-0.175
'23:00.953',-0.595,-0.180
'23:00.956',-0.595,-0.175
'23:00.958',-0.585,-0.170
'23:00.961',-0.585,-0.175
'23:00.964',-0.575,-0.170
'23:00.967',-0.585,-0.165
'23:00.969',-0.570,-0.155
'23:00.972',-0.575,-0.155
'23:00.975',-0.570,-0.165
'23:00.978',-0.565,-0.155
'23:00.981',-0.575,-0.170
'23:00.983',-0.585,-0.190
'23:00.986',-0.575,-0.195
'23:00.989',-0.580,-0.195
'23:00.992',-0.575,-0.190
'23:00.994',-0.575,-0.195
