'Elapsed time','MLII','V1'
'hh:mm:ss.mmm','mV','mV'
'5:00.000',-0.420,-0.035
'5:00.003',-0.405,-0.005
'5:00.006',-0.395,0.020
'5:00.008',-0.405,0.025
'5:00.011',-0.395,0.015
'5:00.014',-0.390,-0.015
'5:00.017',-0.355,-0.010
'5:00.019',-0.340,0.000
'5:00.022',-0.325,-0.005
'5:00.025',-0.350,0.000
'5:00.028',-0.380,-0.030
'5:00.031',-0.410,-0.035
'5:00.033',-0.420,-0.045
'5:00.036',-0.395,-0.045
'5:00.039',-0.355,-0.025
'5:00.042',-0.340,-0.010
'5:00.044',-0.365,-0.015
'5:00.047',-0.400,-0.020
'5:00.050',-0.425,-0.025
'5:00.053',-0.420,-0.015
'5:00.056',-0.410,-0.020
'5:00.058',-0.410,-0.020
'5:00.061',-0.370,-0.050
'5:00.064',-0.360,-0.040
'5:00.067',-0.350,-0.040
'5:00.069',-0.330,-0.025
'5:00.072',-0.320,-0.010
'5:00.075',-0.320,-0.005
'5:00.078',-0.345,-0.020
'5:00.081',-0.385,-0.030
'5:00.083',-0.420,-0.010
'5:00.086',-0.425,0.000
'5:00.089',-0.405,-0.010
'5:00.092',-0.400,-0.015
'5:00.094',-0.385,-0.030
'5:00.097',-0.380,-0.030
'5:00.100',-0.370,-0.045
'5:00.103',-0.340,-0.020
'5:00.106',-0.320,-0.015
'5:00.108',-0.305,-0.020
'5:00.111',-0.310,-0.040
'5:00.114',-0.320,-0.040
'5:00.117',-0.335,-0.020
'5:00.119',-0.315,-0.010
'5:00.122',-0.325,0.005
'5:00.125',-0.355,-0.030
'5:00.128',-0.370,-0.040
'5:00.131',-0.375,-0.050
'5:00.133',-0.345,-0.030
'5:00.136',-0.295,-0.020
'5:00.139',-0.275,-0.015
'5:00.142',-0.310,-0.020
'5:00.144',-0.345,-0.055
'5:00.147',-0.410,-0.060
'5:00.150',-0.425,-0.055
'5:00.153',-0.405,-0.035
'5:00.156',-0.345,-0.015
'5:00.158',-0.300,-0.020
'5:00.161',-0.290,-0.015
'5:00.164',-0.320,-0.030
'5:00.167',-0.345,-0.035
'5:00.169',-0.365,-0.025
'5:00.172',-0.355,-0.015
'5:00.175',-0.345,-0.035
'5:00.178',-0.345,-0.055
'5:00.181',-0.360,-0.060
'5:00.183',-0.360,-0.065
'5:00.186',-0.340,-0.040
'5:00.189',-0.320,-0.040
'5:00.192',-0.320,-0.060
'5:00.194',-0.330,-0.075
'5:00.197',-0.335,-0.065
'5:00.200',-0.330,-0.055
'5:00.203',-0.300,-0.035
'5:00.206',-0.280,-0.035
'5:00.208',-0.280,-0.035
'5:00.211',-0.270,-0.050
'5:00.214',-0.290,-0.065
'5:00.217',-0.305,-0.065
'5:00.219',-0.330,-0.060
'5:00.222',-0.300,-0.050
'5:00.225',-0.270,-0.070
'5:00.228',-0.275,-0.075
'5:00.231',-0.275,-0.090
'5:00.233',-0.280,-0.070
'5:00.236',-0.275,-0.050
'5:00.239',-0.295,-0.055
'5:00.242',-0.305,-0.075
'5:00.244',-0.325,-0.095
'5:00.247',-0.320,-0.095
'5:00.250',-0.285,-0.075
'5:00.253',-0.205,-0.075
'5:00.256',-0.165,-0.060
'5:00.258',-0.165,-0.075
'5:00.261',-0.200,-0.085
'5:00.264',-0.250,-0.085
'5:00.267',-0.305,-0.065
'5:00.269',-0.290,-0.080
'5:00.272',-0.280,-0.070
'5:00.275',-0.245,-0.080
'5:00.278',-0.225,-0.080
'5:00.281',-0.210,-0.075
'5:00.283',-0.180,-0.070
'5:00.286',-0.175,-0.075
'5:00.289',-0.175,-0.075
'5:00.292',-0.195,-0.080
'5:00.294',-0.185,-0.100
'5:00.297',-0.185,-0.115
'5:00.300',-0.160,-0.110
'5:00.303',-0.130,-0.080
'5:00.306',-0.090,-0.065
'5:00.308',-0.110,-0.085
'5:00.311',-0.170,-0.095
'5:00.314',-0.240,-0.110
'5:00.317',-0.290,-0.115
'5:00.319',-0.270,-0.090
'5:00.322',-0.220,-0.075
'5:00.325',-0.200,-0.085
'5:00.328',-0.215,-0.100
'5:00.331',-0.275,-0.105
'5:00.333',-0.300,-0.120
'5:00.336',-0.300,-0.095
'5:00.339',-0.270,-0.095
'5:00.342',-0.270,-0.090
'5:00.344',-0.265,-0.120
'5:00.347',-0.285,-0.125
'5:00.350',-0.265,-0.120
'5:00.353',-0.270,-0.115
'5:00.356',-0.235,-0.105
'5:00.358',-0.225,-0.115
'5:00.361',-0.230,-0.125
'5:00.364',-0.230,-0.135
'5:00.367',-0.240,-0.135
'5:00.369',-0.245,-0.120
'5:00.372',-0.225,-0.110
'5:00.375',-0.220,-0.115
'5:00.378',-0.190,-0.135
'5:00.381',-0.200,-0.140
'5:00.383',-0.185,-0.130
'5:00.386',-0.195,-0.120
'5:00.389',-0.245,-0.120
'5:00.392',-0.275,-0.115
'5:00.394',-0.325,-0.115
'5:00.397',-0.315,-0.105
'5:00.400',-0.275,-0.100
'5:00.403',-0.250,-0.105
'5:00.406',-0.225,-0.130
'5:00.408',-0.205,-0.205
'5:00.411',-0.145,-0.315
'5:00.414',-0.060,-0.405
