'Elapsed time','MLII','V1'
'hh:mm:ss.mmm','mV','mV'
'4:00.000',-0.400,-0.410
'4:00.003',-0.410,-0.415
'4:00.006',-0.440,-0.420
'4:00.008',-0.465,-0.430
'4:00.011',-0.465,-0.415
'4:00.014',-0.460,-0.405
'4:00.017',-0.400,-0.395
'4:00.019',-0.305,-0.395
'4:00.022',-0.175,-0.430
'4:00.025',0.005,-0.475
'4:00.028',0.205,-0.545
'4:00.031',0.430,-0.625
'4:00.033',0.650,-0.705
'4:00.036',0.795,-0.770
'4:00.039',0.810,-0.795
'4:00.042',0.685,-0.765
'4:00.044',0.445,-0.700
'4:00.047',0.145,-0.595
'4:00.050',-0.120,-0.465
'4:00.053',-0.325,-0.370
'4:00.056',-0.410,-0.290
'4:00.058',-0.405,-0.270
'4:00.061',-0.360,-0.300
'4:00.064',-0.300,-0.355
'4:00.067',-0.265,-0.425
'4:00.069',-0.265,-0.475
'4:00.072',-0.285,-0.480
'4:00.075',-0.320,-0.490
'4:00.078',-0.345,-0.470
'4:00.081',-0.370,-0.445
'4:00.083',-0.375,-0.420
'4:00.086',-0.385,-0.410
'4:00.089',-0.375,-0.410
'4:00.092',-0.360,-0.395
'4:00.094',-0.365,-0.415
'4:00.097',-0.370,-0.405
'4:00.100',-0.375,-0.415
'4:00.103',-0.385,-0.410
'4:00.106',-0.390,-0.425
'4:00.108',-0.395,-0.420
'4:00.111',-0.405,-0.425
'4:00.114',-0.395,-0.415
'4:00.117',-0.395,-0.420
'4:00.119',-0.390,-0.400
'4:00.122',-0.385,-0.410
'4:00.125',-0.370,-0.390
'4:00.128',-0.370,-0.395
'4:00.131',-0.370,-0.400
'4:00.133',-0.375,-0.395
'4:00.136',-0.380,-0.405
'4:00.139',-0.380,-0.420
'4:00.142',-0.385,-0.425
'4:00.144',-0.390,-0.425
'4:00.147',-0.385,-0.420
'4:00.150',-0.370,-0.415
'4:00.153',-0.370,-0.410
'4:00.156',-0.360,-0.405
'4:00.158',-0.360,-0.400
'4:00.161',-0.350,-0.405
'4:00.164',-0.350,-0.405
'4:00.167',-0.350,-0.405
'4:00.169',-0.355,-0.410
'4:00.172',-0.365,-0.425
'4:00.175',-0.370,-0.420
'4:00.178',-0.365,-0.425
'4:00.181',-0.375,-0.430
'4:00.183',-0.365,-0.425
'4:00.186',-0.380,-0.410
'4:00.189',-0.365,-0.410
'4:00.192',-0.355,-0.415
'4:00.194',-0.350,-0.415
'4:00.197',-0.345,-0.415
'4:00.200',-0.345,-0.425
'4:00.203',-0.350,-0.425
'4:00.206',-0.355,-0.445
'4:00.208',-0.355,-0.445
'4:00.211',-0.360,-0.445
'4:00.214',-0.360,-0.445
'4:00.217',-0.355,-0.440
'4:00.219',-0.350,-0.435
'4:00.222',-0.340,-0.430
'4:00.225',-0.340,-0.420
'4:00.228',-0.335,-0.425
'4:00.231',-0.340,-0.435
'4:00.233',-0.335,-0.440
'4:00.236',-0.330,-0.450
'4:00.239',-0.340,-0.455
'4:00.242',-0.345,-0.460
'4:00.244',-0.355,-0.460
'4:00.247',-0.345,-0.455
'4:00.250',-0.350,-0.455
'4:00.253',-0.350,-0.450
'4:00.256',-0.330,-0.450
'4:00.258',-0.325,-0.440
'4:00.261',-0.330,-0.440
'4:00.264',-0.325,-0.450
'4:00.267',-0.325,-0.455
'4:00.269',-0.325,-0.470
'4:00.272',-0.335,-0.480
'4:00.275',-0.340,-0.465
'4:00.278',-0.335,-0.480
'4:00.281',-0.330,-0.485
'4:00.283',-0.315,-0.475
'4:00.286',-0.305,-0.465
'4:00.289',-0.300,-0.470
'4:00.292',-0.290,-0.450
'4:00.294',-0.285,-0.460
'4:00.297',-0.280,-0.465
