'Elapsed time','MLII','V1'
'hh:mm:ss.mmm','mV','mV'
'24:00.000',-0.270,-0.595
'24:00.003',-0.290,-0.580
'24:00.006',-0.285,-0.570
'24:00.008',-0.295,-0.565
'24:00.011',-0.300,-0.545
'24:00.014',-0.305,-0.545
'24:00.017',-0.305,-0.535
'24:00.019',-0.310,-0.545
'24:00.022',-0.315,-0.530
'24:00.025',-0.315,-0.540
'24:00.028',-0.335,-0.540
'24:00.031',-0.355,-0.545
'24:00.033',-0.365,-0.545
'24:00.036',-0.365,-0.535
'24:00.039',-0.375,-0.520
'24:00.042',-0.370,-0.510
'24:00.044',-0.355,-0.505
'24:00.047',-0.365,-0.505
'24:00.050',-0.370,-0.490
'24:00.053',-0.375,-0.495
'24:00.056',-0.370,-0.500
'24:00.058',-0.365,-0.510
'24:00.061',-0.380,-0.515
'24:00.064',-0.390,-0.515
'24:00.067',-0.385,-0.520
'24:00.069',-0.390,-0.515
'24:00.072',-0.390,-0.510
'24:00.075',-0.385,-0.510
'24:00.078',-0.390,-0.495
'24:00.081',-0.380,-0.480
'24:00.083',-0.375,-0.480
'24:00.086',-0.375,-0.485
'24:00.089',-0.375,-0.490
'24:00.092',-0.385,-0.510
'24:00.094',-0.395,-0.505
'24:00.097',-0.395,-0.510
'24:00.100',-0.405,-0.520
'24:00.103',-0.405,-0.510
'24:00.106',-0.405,-0.505
'24:00.108',-0.400,-0.500
'24:00.111',-0.390,-0.490
'24:00.114',-0.395,-0.485
'24:00.117',-0.385,-0.485
'24:00.119',-0.380,-0.490
'24:00.122',-0.380,-0.495
'24:00.125',-0.395,-0.495
'24:00.128',-0.400,-0.500
'24:00.131',-0.410,-0.500
'24:00.133',-0.415,-0.520
'24:00.136',-0.415,-0.510
'24:00.139',-0.420,-0.510
'24:00.142',-0.405,-0.490
'24:00.144',-0.405,-0.480
'24:00.147',-0.395,-0.485
'24:00.150',-0.390,-0.475
'24:00.153',-0.400,-0.490
'24:00.156',-0.400,-0.475
'24:00.158',-0.385,-0.490
'24:00.161',-0.390,-0.510
'24:00.164',-0.400,-0.510
'24:00.167',-0.405,-0.505
'24:00.169',-0.410,-0.505
'24:00.172',-0.415,-0.495
'24:00.175',-0.415,-0.485
'24:00.178',-0.395,-0.475
'24:00.181',-0.395,-0.475
'24:00.183',-0.390,-0.465
'24:00.186',-0.385,-0.470
'24:00.189',-0.385,-0.475
'24:00.192',-0.390,-0.470
'24:00.194',-0.400,-0.495
'24:00.197',-0.400,-0.495
'24:00.200',-0.400,-0.495
'24:00.203',-0.400,-0.490
'24:00.206',-0.410,-0.500
'24:00.208',-0.400,-0.475
'24:00.211',-0.395,-0.470
'24:00.214',-0.385,-0.470
'24:00.217',-0.385,-0.455
'24:00.219',-0.385,-0.470
'24:00.222',-0.385,-0.465
'24:00.225',-0.390,-0.475
'24:00.228',-0.385,-0.485
'24:00.231',-0.400,-0.495
'24:00.233',-0.395,-0.495
'24:00.236',-0.400,-0.490
'24:00.239',-0.400,-0.495
'24:00.242',-0.385,-0.495
'24:00.244',-0.370,-0.470
'24:00.247',-0.350,-0.465
'24:00.250',-0.335,-0.470
'24:00.253',-0.315,-0.470
'24:00.256',-0.315,-0.460
'24:00.258',-0.310,-0.455
'24:00.261',-0.325,-0.455
'24:00.264',-0.335,-0.470
'24:00.267',-0.335,-0.470
'24:00.269',-0.325,-0.470
'24:00.272',-0.320,-0.465
'24:00.275',-0.300,-0.460
'24:00.278',-0.285,-0.460
'24:00.281',-0.280,-0.475
'24:00.283',-0.280,-0.475
'24:00.286',-0.300,-0.485
'24:00.289',-0.315,-0.495
'24:00.292',-0.335,-0.505
'24:00.294',-0.340,-0.515
'24:00.297',-0.345,-0.515
'24:00.300',-0.340,-0.515
'24:00.303',-0.345,-0.510
'24:00.306',-0.365,-0.500
'24:00.308',-0.365,-0.495
'24:00.311',-0.355,-0.480
'24:00.314',-0.345,-0.480
'24:00.317',-0.350,-0.480
'24:00.319',-0.355,-0.485
'24:00.322',-0.360,-0.475
'24:00.325',-0.375,-0.475
'24:00.328',-0.385,-0.485
'24:00.331',-0.390,-0.480
'24:00.333',-0.410,-0.480
'24:00.336',-0.415,-0.470
'24:00.339',-0.410,-0.475
'24:00.342',-0.400,-0.470
'24:00.344',-0.390,-0.460
'24:00.347',-0.385,-0.460
'24:00.350',-0.370,-0.450
'24:00.353',-0.375,-0.465
'24:00.356',-0.375,-0.455
'24:00.358',-0.385,-0.470
'24:00.361',-0.385,-0.470
'24:00.364',-0.395,-0.485
'24:00.367',-0.395,-0.485
'24:00.369',-0.390,-0.490
'24:00.372',-0.395,-0.475
'24:00.375',-0.395,-0.470
'24:00.378',-0.410,-0.465
'24:00.381',-0.420,-0.460
'24:00.383',-0.430,-0.445
'24:00.386',-0.425,-0.450
'24:00.389',-0.395,-0.440
'24:00.392',-0.310,-0.435
'24:00.394',-0.200,-0.440
'24:00.397',-0.060,-0.475
'24:00.400',0.130,-0.485
'24:00.403',0.345,-0.510
'24:00.406',0.565,-0.560
'24:00.408',0.765,-0.605
'24:00.411',0.875,-0.640
'24:00.414',0.865,-0.645
'24:00.417',0.705,-0.645
'24:00.419',0.430,-0.640
'24:00.422',0.100,-0.595
'24:00.425',-0.200,-0.550
'24:00.428',-0.415,-0.505
'24:00.431',-0.520,-0.465
'24:00.433',-0.500,-0.435
'24:00.436',-0.440,-0.405
'24:00.439',-0.360,-0.415
'24:00.442',-0.305,-0.445
'24:00.444',-0.270,-0.475
'24:00.447',-0.270,-0.505
'24:00.450',-0.260,-0.530
'24:00.453',-0.275,-0.530
'24:00.456',-0.285,-0.515
'24:00.458',-0.310,-0.515
'24:00.461',-0.330,-0.510
'24:00.464',-0.345,-0.490
'24:00.467',-0.350,-0.500
'24:00.469',-0.360,-0.500
'24:00.472',-0.355,-0.495
'24:00.475',-0.350,-0.480
'24:00.478',-0.345,-0.465
'24:00.481',-0.340,-0.460
'24:00.483',-0.330,-0.455
'24:00.486',-0.340,-0.460
'24:00.489',-0.335,-0.455
'24:00.492',-0.330,-0.455
'24:00.494',-0.345,-0.470
'24:00.497',-0.350,-0.475
'24:00.500',-0.355,-0.480
'24:00.503',-0.365,-0.470
'24:00.506',-0.350,-0.475
'24:00.508',-0.350,-0.465
'24:00.511',-0.340,-0.455
'24:00.514',-0.340,-0.465
'24:00.517',-0.330,-0.445
'24:00.519',-0.330,-0.450
'24:00.522',-0.325,-0.455
'24:00.525',-0.325,-0.460
'24:00.528',-0.330,-0.465
'24:00.531',-0.325,-0.480
'24:00.533',-0.335,-0.470
'24:00.536',-0.330,-0.475
'24:00.539',-0.335,-0.475
'24:00.542',-0.330,-0.470
'24:00.544',-0.325,-0.470
'24:00.547',-0.310,-0.460
'24:00.550',-0.310,-0.450
'24:00.553',-0.310,-0.455
'24:00.556',-0.305,-0.470
'24:00.558',-0.310,-0.470
'24:00.561',-0.310,-0.475
'24:00.564',-0.325,-0.485
'24:00.567',-0.330,-0.490
'24:00.569',-0.320,-0.490
'24:00.572',-0.325,-0.490
'24:00.575',-0.315,-0.475
'24:00.578',-0.310,-0.470
'24:00.581',-0.300,-0.465
'24:00.583',-0.290,-0.465
'24:00.586',-0.295,-0.465
'24:00.589',-0.285,-0.470
'24:00.592',-0.285,-0.490
'24:00.594',-0.290,-0.490
'24:00.597',-0.295,-0.510
'24:00.600',-0.300,-0.510
'24:00.603',-0.310,-0.500
'24:00.606',-0.315,-0.490
'24:00.608',-0.305,-0.490
'24:00.611',-0.295,-0.485
'24:00.614',-0.285,-0.480
'24:00.617',-0.280,-0.470
'24:00.619',-0.280,-0.485
'24:00.622',-0.280,-0.480
'24:00.625',-0.270,-0.490
'24:00.628',-0.280,-0.505
'24:00.631',-0.285,-0.510
'24:00.633',-0.290,-0.520
'24:00.636',-0.285,-0.510
'24:00.639',-0.295,-0.510
'24:00.642',-0.295,-0.500
'24:00.644',-0.280,-0.500
'24:00.647',-0.285,-0.510
'24:00.650',-0.270,-0.500
'24:00.653',-0.270,-0.505
'24:00.656',-0.275,-0.495
'24:00.658',-0.270,-0.515
'24:00.661',-0.275,-0.525
'24:00.664',-0.285,-0.520
'24:00.667',-0.280,-0.540
'24:00.669',-0.285,-0.530
'24:00.672',-0.280,-0.525
'24:00.675',-0.275,-0.530
'24:00.678',-0.270,-0.525
'24:00.681',-0.265,-0.520
'24:00.683',-0.255,-0.520
'24:00.686',-0.250,-0.515
'24:00.689',-0.240,-0.515
'24:00.692',-0.245,-0.530
'24:00.694',-0.230,-0.545
'24:00.697',-0.225,-0.550
'24:00.700',-0.225,-0.545
'24:00.703',-0.225,-0.540
'24:00.706',-0.220,-0.550
'24:00.708',-0.200,-0.540
'24:00.711',-0.190,-0.530
'24:00.714',-0.190,-0.525
'24:00.717',-0.180,-0.510
'24:00.719',-0.175,-0.520
'24:00.722',-0.160,-0.530
'24:00.725',-0.175,-0.535
'24:00.728',-0.175,-0.540
'24:00.731',-0.195,-0.540
'24:00.733',-0.205,-0.550
'24:00.736',-0.210,-0.535
'24:00.739',-0.225,-0.530
'24:00.742',-0.210,-0.530
'24:00.744',-0.210,-0.520
'24:00.747',-0.220,-0.505
'24:00.750',-0.215,-0.500
'24:00.753',-0.215,-0.505
'24:00.756',-0.225,-0.500
'24:00.758',-0.235,-0.500
'24:00.761',-0.245,-0.505
'24:00.764',-0.255,-0.510
'24:00.767',-0.265,-0.500
'24:00.769',-0.275,-0.500
'24:00.772',-0.290,-0.495
'24:00.775',-0.285,-0.490
'24:00.778',-0.280,-0.470
'24:00.781',-0.285,-0.470
'24:00.783',-0.285,-0.455
'24:00.786',-0.275,-0.460
'24:00.789',-0.285,-0.465
'24:00.792',-0.290,-0.470
'24:00.794',-0.295,-0.470
'24:00.797',-0.310,-0.470
'24:00.800',-0.305,-0.475
'24:00.803',-0.310,-0.470
'24:00.806',-0.325,-0.475
'24:00.808',-0.305,-0.470
'24:00.811',-0.310,-0.455
'24:00.814',-0.310,-0.455
'24:00.817',-0.310,-0.450
'24:00.819',-0.295,-0.445
'24:00.822',-0.295,-0.445
'24:00.825',-0.300,-0.460
'24:00.828',-0.310,-0.460
'24:00.831',-0.310,-0.465
'24:00.833',-0.325,-0.470
'24:00.836',-0.330,-0.470
'24:00.839',-0.335,-0.460
'24:00.842',-0.335,-0.460
'24:00.844',-0.330,-0.450
