'Elapsed time','MLII','V1'
'hh:mm:ss.mmm','mV','mV'
'9:00.000',0.075,-1.320
'9:00.003',-0.145,-1.310
'9:00.006',-0.360,-1.290
'9:00.008',-0.520,-1.235
'9:00.011',-0.635,-1.160
'9:00.014',-0.670,-1.060
'9:00.017',-0.665,-0.970
'9:00.019',-0.635,-0.880
'9:00.022',-0.595,-0.795
'9:00.025',-0.565,-0.720
'9:00.028',-0.535,-0.665
'9:00.031',-0.500,-0.605
'9:00.033',-0.495,-0.555
'9:00.036',-0.485,-0.505
'9:00.039',-0.480,-0.450
'9:00.042',-0.480,-0.405
'9:00.044',-0.480,-0.375
'9:00.047',-0.490,-0.340
'9:00.050',-0.490,-0.295
'9:00.053',-0.490,-0.300
'9:00.056',-0.510,-0.295
'9:00.058',-0.500,-0.290
'9:00.061',-0.485,-0.290
'9:00.064',-0.465,-0.270
'9:00.067',-0.470,-0.285
'9:00.069',-0.470,-0.265
'9:00.072',-0.465,-0.270
'9:00.075',-0.460,-0.270
'9:00.078',-0.455,-0.285
'9:00.081',-0.465,-0.290
'9:00.083',-0.470,-0.295
'9:00.086',-0.465,-0.280
'9:00.089',-0.455,-0.275
'9:00.092',-0.465,-0.260
'9:00.094',-0.460,-0.250
'9:00.097',-0.460,-0.230
'9:00.100',-0.480,-0.235
'9:00.103',-0.485,-0.235
'9:00.106',-0.485,-0.245
'9:00.108',-0.490,-0.255
'9:00.111',-0.485,-0.275
'9:00.114',-0.485,-0.275
'9:00.117',-0.485,-0.260
'9:00.119',-0.490,-0.255
'9:00.122',-0.490,-0.245
'9:00.125',-0.490,-0.245
'9:00.128',-0.490,-0.220
'9:00.131',-0.490,-0.230
'9:00.133',-0.485,-0.235
'9:00.136',-0.475,-0.230
'9:00.139',-0.485,-0.240
'9:00.142',-0.485,-0.250
'9:00.144',-0.485,-0.250
'9:00.147',-0.495,-0.245
'9:00.150',-0.495,-0.250
'9:00.153',-0.505,-0.240
'9:00.156',-0.510,-0.230
'9:00.158',-0.515,-0.230
'9:00.161',-0.530,-0.220
'9:00.164',-0.515,-0.205
'9:00.167',-0.530,-0.220
'9:00.169',-0.530,-0.205
'9:00.172',-0.520,-0.210
'9:00.175',-0.535,-0.225
'9:00.178',-0.530,-0.235
