'Elapsed time','MLII','V1'
'hh:mm:ss.mmm','mV','mV'
'13:00.000',-0.190,0.010
'13:00.003',-0.170,-0.025
'13:00.006',-0.145,-0.035
'13:00.008',-0.095,-0.045
'13:00.011',-0.030,-0.035
'13:00.014',0.045,-0.055
'13:00.017',0.125,-0.080
'13:00.019',0.260,-0.110
'13:00.022',0.395,-0.145
'13:00.025',0.600,-0.185
'13:00.028',0.800,-0.210
'13:00.031',1.000,-0.205
'13:00.033',1.155,-0.140
'13:00.036',1.230,-0.030
'13:00.039',1.190,0.100
'13:00.042',1.025,0.175
'13:00.044',0.800,0.195
'13:00.047',0.505,0.210
'13:00.050',0.195,0.245
'13:00.053',-0.110,0.305
'13:00.056',-0.345,0.355
'13:00.058',-0.430,0.395
'13:00.061',-0.365,0.370
'13:00.064',-0.295,0.310
'13:00.067',-0.255,0.235
'13:00.069',-0.245,0.175
'13:00.072',-0.250,0.150
'13:00.075',-0.260,0.140
'13:00.078',-0.275,0.125
'13:00.081',-0.275,0.120
'13:00.083',-0.270,0.105
'13:00.086',-0.285,0.090
'13:00.089',-0.310,0.075
'13:00.092',-0.295,0.110
'13:00.094',-0.285,0.095
'13:00.097',-0.275,0.090
'13:00.100',-0.295,0.065
'13:00.103',-0.315,0.050
'13:00.106',-0.330,0.055
'13:00.108',-0.320,0.050
'13:00.111',-0.315,0.070
'13:00.114',-0.305,0.065
'13:00.117',-0.305,0.055
'13:00.119',-0.325,0.045
'13:00.122',-0.330,0.035
'13:00.125',-0.325,0.050
'13:00.128',-0.315,0.065
'13:00.131',-0.325,0.060
'13:00.133',-0.325,0.050
'13:00.136',-0.325,0.020
'13:00.139',-0.330,0.040
'13:00.142',-0.320,0.040
'13:00.144',-0.320,0.055
'13:00.147',-0.310,0.045
'13:00.150',-0.330,0.035
'13:00.153',-0.340,0.035
'13:00.156',-0.350,0.035
'13:00.158',-0.335,0.035
'13:00.161',-0.330,0.045
'13:00.164',-0.325,0.060
'13:00.167',-0.320,0.035
'13:00.169',-0.320,0.020
'13:00.172',-0.330,0.020
'13:00.175',-0.325,0.025
'13:00.178',-0.320,0.040
'13:00.181',-0.310,0.025
'13:00.183',-0.305,0.020
'13:00.186',-0.315,-0.005
'13:00.189',-0.310,-0.010
'13:00.192',-0.300,-0.005
'13:00.194',-0.285,0.020
'13:00.197',-0.280,0.010
'13:00.200',-0.285,0.005
'13:00.203',-0.295,0.000
'13:00.206',-0.305,0.000
'13:00.208',-0.295,0.000
'13:00.211',-0.280,0.000
'13:00.214',-0.255,-0.010
'13:00.217',-0.240,-0.040
'13:00.219',-0.245,-0.060
'13:00.222',-0.255,-0.065
'13:00.225',-0.225,-0.075
'13:00.228',-0.205,-0.070
'13:00.231',-0.185,-0.085
'13:00.233',-0.195,-0.115
'13:00.236',-0.215,-0.135
'13:00.239',-0.205,-0.155
'13:00.242',-0.160,-0.155
'13:00.244',-0.145,-0.165
'13:00.247',-0.125,-0.170
'13:00.250',-0.120,-0.195
'13:00.253',-0.135,-0.205
'13:00.256',-0.130,-0.220
'13:00.258',-0.110,-0.220
'13:00.261',-0.105,-0.210
'13:00.264',-0.090,-0.210
'13:00.267',-0.080,-0.230
'13:00.269',-0.095,-0.245
'13:00.272',-0.075,-0.245
'13:00.275',-0.065,-0.230
'13:00.278',-0.065,-0.215
'13:00.281',-0.055,-0.225
'13:00.283',-0.065,-0.230
'13:00.286',-0.085,-0.225
'13:00.289',-0.095,-0.205
'13:00.292',-0.080,-0.195
'13:00.294',-0.075,-0.165
'13:00.297',-0.065,-0.150
'13:00.300',-0.075,-0.155
'13:00.303',-0.085,-0.160
'13:00.306',-0.090,-0.145
'13:00.308',-0.085,-0.130
'13:00.311',-0.075,-0.115
'13:00.314',-0.050,-0.100
'13:00.317',-0.080,-0.080
'13:00.319',-0.110,-0.095
'13:00.322',-0.115,-0.055
'13:00.325',-0.125,-0.030
'13:00.328',-0.115,0.000
'13:00.331',-0.115,0.020
'13:00.333',-0.145,0.020
'13:00.336',-0.170,0.015
'13:00.339',-0.190,0.020
'13:00.342',-0.185,0.040
'13:00.344',-0.175,0.065
'13:00.347',-0.170,0.065
'13:00.350',-0.195,0.075
'13:00.353',-0.215,0.080
'13:00.356',-0.215,0.085
'13:00.358',-0.220,0.105
'13:00.361',-0.210,0.105
'13:00.364',-0.205,0.100
'13:00.367',-0.220,0.085
'13:00.369',-0.225,0.060
'13:00.372',-0.235,0.060
'13:00.375',-0.240,0.075
'13:00.378',-0.220,0.095
'13:00.381',-0.195,0.095
'13:00.383',-0.210,0.090
'13:00.386',-0.220,0.070
'13:00.389',-0.220,0.095
'13:00.392',-0.210,0.100
'13:00.394',-0.175,0.115
'13:00.397',-0.150,0.110
'13:00.400',-0.135,0.090
'13:00.403',-0.135,0.085
'13:00.406',-0.110,0.120
'13:00.408',-0.095,0.145
'13:00.411',-0.050,0.165
'13:00.414',-0.015,0.170
'13:00.417',0.000,0.165
'13:00.419',0.020,0.145
'13:00.422',0.095,0.110
'13:00.425',0.190,0.060
'13:00.428',0.275,-0.005
'13:00.431',0.330,-0.095
'13:00.433',0.380,-0.195
'13:00.436',0.455,-0.280
'13:00.439',0.525,-0.355
'13:00.442',0.595,-0.415
'13:00.444',0.660,-0.465
'13:00.447',0.755,-0.550
'13:00.450',0.820,-0.655
'13:00.453',0.910,-0.770
'13:00.456',1.015,-0.840
'13:00.458',1.100,-0.875
'13:00.461',1.165,-0.895
'13:00.464',1.205,-0.890
'13:00.467',1.200,-0.880
'13:00.469',1.165,-0.855
'13:00.472',1.150,-0.820
'13:00.475',1.140,-0.805
'13:00.478',1.115,-0.780
'13:00.481',1.075,-0.725
'13:00.483',1.015,-0.640
'13:00.486',0.920,-0.565
'13:00.489',0.810,-0.555
'13:00.492',0.695,-0.580
'13:00.494',0.590,-0.625
'13:00.497',0.480,-0.640
'13:00.500',0.350,-0.635
'13:00.503',0.230,-0.605
'13:00.506',0.165,-0.520
'13:00.508',0.140,-0.440
'13:00.511',0.130,-0.355
'13:00.514',0.105,-0.295
'13:00.517',0.080,-0.250
'13:00.519',0.030,-0.210
'13:00.522',-0.015,-0.170
'13:00.525',-0.005,-0.110
'13:00.528',0.035,-0.055
'13:00.531',0.105,-0.040
'13:00.533',0.170,-0.040
'13:00.536',0.160,-0.060
'13:00.539',0.115,-0.035
'13:00.542',-0.020,0.015
'13:00.544',-0.165,0.070
'13:00.547',-0.310,0.120
'13:00.550',-0.395,0.165
'13:00.553',-0.455,0.205
'13:00.556',-0.470,0.265
'13:00.558',-0.485,0.310
'13:00.561',-0.480,0.350
'13:00.564',-0.490,0.345
'13:00.567',-0.505,0.350
'13:00.569',-0.535,0.355
'13:00.572',-0.570,0.360
'13:00.575',-0.575,0.375
'13:00.578',-0.580,0.380
'13:00.581',-0.580,0.375
'13:00.583',-0.600,0.390
'13:00.586',-0.620,0.375
'13:00.589',-0.635,0.395
'13:00.592',-0.640,0.410
'13:00.594',-0.630,0.420
'13:00.597',-0.625,0.415
'13:00.600',-0.645,0.435
'13:00.603',-0.665,0.420
'13:00.606',-0.695,0.430
'13:00.608',-0.700,0.435
'13:00.611',-0.700,0.460
'13:00.614',-0.690,0.460
'13:00.617',-0.685,0.455
'13:00.619',-0.700,0.445
'13:00.622',-0.715,0.475
'13:00.625',-0.730,0.495
'13:00.628',-0.725,0.520
'13:00.631',-0.705,0.515
'13:00.633',-0.720,0.510
'13:00.636',-0.740,0.510
'13:00.639',-0.760,0.530
'13:00.642',-0.770,0.535
'13:00.644',-0.745,0.565
'13:00.647',-0.740,0.570
'13:00.650',-0.755,0.580
'13:00.653',-0.765,0.585
'13:00.656',-0.775,0.595
'13:00.658',-0.775,0.605
'13:00.661',-0.765,0.635
'13:00.664',-0.760,0.645
'13:00.667',-0.775,0.650
'13:00.669',-0.780,0.670
'13:00.672',-0.765,0.670
'13:00.675',-0.740,0.685
'13:00.678',-0.730,0.710
'13:00.681',-0.720,0.720
'13:00.683',-0.715,0.695
'13:00.686',-0.725,0.690
'13:00.689',-0.730,0.700
'13:00.692',-0.720,0.725
'13:00.694',-0.705,0.740
'13:00.697',-0.680,0.735
'13:00.700',-0.670,0.720
'13:00.703',-0.675,0.705
'13:00.706',-0.665,0.700
'13:00.708',-0.650,0.705
'13:00.711',-0.610,0.705
'13:00.714',-0.605,0.695
'13:00.717',-0.575,0.665
'13:00.719',-0.575,0.660
'13:00.722',-0.575,0.655
'13:00.725',-0.540,0.645
'13:00.728',-0.510,0.635
'13:00.731',-0.475,0.615
'13:00.733',-0.465,0.575
'13:00.736',-0.450,0.530
'13:00.739',-0.450,0.530
'13:00.742',-0.415,0.520
'13:00.744',-0.380,0.525
'13:00.747',-0.345,0.495
'13:00.750',-0.345,0.460
'13:00.753',-0.345,0.425
'13:00.756',-0.340,0.400
'13:00.758',-0.335,0.380
'13:00.761',-0.310,0.360
'13:00.764',-0.295,0.340
'13:00.767',-0.295,0.310
'13:00.769',-0.295,0.290
'13:00.772',-0.310,0.295
'13:00.775',-0.295,0.285
'13:00.778',-0.285,0.290
'13:00.781',-0.260,0.260
'13:00.783',-0.255,0.245
'13:00.786',-0.280,0.205
'13:00.789',-0.275,0.190
'13:00.792',-0.275,0.205
'13:00.794',-0.255,0.200
'13:00.797',-0.250,0.180
'13:00.800',-0.245,0.185
'13:00.803',-0.250,0.160
'13:00.806',-0.250,0.170
'13:00.808',-0.250,0.180
'13:00.811',-0.220,0.175
'13:00.814',-0.205,0.170
'13:00.817',-0.215,0.155
'13:00.819',-0.220,0.140
'13:00.822',-0.230,0.145
'13:00.825',-0.230,0.140
'13:00.828',-0.205,0.155
'13:00.831',-0.190,0.145
'13:00.833',-0.190,0.130
'13:00.836',-0.215,0.120
'13:00.839',-0.220,0.135
'13:00.842',-0.210,0.135
'13:00.844',-0.195,0.150
'13:00.847',-0.195,0.155
'13:00.850',-0.195,0.140
'13:00.853',-0.215,0.125
'13:00.856',-0.235,0.120
'13:00.858',-0.225,0.130
'13:00.861',-0.215,0.155
'13:00.864',-0.200,0.155
'13:00.867',-0.205,0.145
'13:00.869',-0.205,0.130
'13:00.872',-0.215,0.135
'13:00.875',-0.210,0.140
'13:00.878',-0.195,0.165
'13:00.881',-0.195,0.160
'13:00.883',-0.195,0.140
'13:00.886',-0.205,0.125
'13:00.889',-0.215,0.110
'13:00.892',-0.210,0.115
'13:00.894',-0.195,0.135
'13:00.897',-0.180,0.130
'13:00.900',-0.175,0.125
'13:00.903',-0.195,0.125
'13:00.906',-0.205,0.125
'13:00.908',-0.200,0.120
'13:00.911',-0.175,0.135
'13:00.914',-0.185,0.115
'13:00.917',-0.190,0.110
'13:00.919',-0.195,0.110
'13:00.922',-0.210,0.105
'13:00.925',-0.205,0.120
'13:00.928',-0.180,0.135
'13:00.931',-0.190,0.120
'13:00.933',-0.195,0.110
'13:00.936',-0.215,0.100
'13:00.939',-0.220,0.100
'13:00.942',-0.205,0.110
'13:00.944',-0.190,0.135
'13:00.947',-0.180,0.135
'13:00.950',-0.185,0.135
'13:00.953',-0.185,0.115
'13:00.956',-0.200,0.115
'13:00.958',-0.185,0.120
'13:00.961',-0.180,0.135
'13:00.964',-0.160,0.130
'13:00.967',-0.175,0.125
'13:00.969',-0.185,0.110
'13:00.972',-0.190,0.110
'13:00.975',-0.180,0.130
'13:00.978',-0.170,0.160
'13:00.981',-0.165,0.140
'13:00.983',-0.165,0.140
'13:00.986',-0.195,0.120
'13:00.989',-0.210,0.115
'13:00.992',-0.190,0.135
'13:00.994',-0.165,0.155
'13:00.997',-0.170,0.145
'13:01.000',-0.170,0.130
'13:01.003',-0.190,0.115
'13:01.006',-0.200,0.115
'13:01.008',-0.200,0.110
'13:01.011',-0.200,0.105
'13:01.014',-0.185,0.090
'13:01.017',-0.190,0.080
'13:01.019',-0.195,0.055
'13:01.022',-0.200,0.075
'13:01.025',-0.185,0.090
'13:01.028',-0.180,0.090
'13:01.031',-0.170,0.085
'13:01.033',-0.175,0.075
'13:01.036',-0.200,0.075
'13:01.039',-0.200,0.080
'13:01.042',-0.200,0.090
'13:01.044',-0.195,0.100
'13:01.047',-0.190,0.100
'13:01.050',-0.190,0.085
'13:01.053',-0.200,0.075
'13:01.056',-0.215,0.065
'13:01.058',-0.215,0.080
'13:01.061',-0.215,0.095
'13:01.064',-0.190,0.100
'13:01.067',-0.190,0.095
'13:01.069',-0.215,0.085
'13:01.072',-0.220,0.080
'13:01.075',-0.215,0.090
'13:01.078',-0.190,0.105
'13:01.081',-0.185,0.100
'13:01.083',-0.190,0.085
'13:01.086',-0.200,0.080
'13:01.089',-0.220,0.085
'13:01.092',-0.200,0.115
'13:01.094',-0.175,0.110
'13:01.097',-0.180,0.105
'13:01.100',-0.185,0.090
'13:01.103',-0.205,0.085
'13:01.106',-0.215,0.090
'13:01.108',-0.210,0.100
'13:01.111',-0.195,0.120
'13:01.114',-0.190,0.125
'13:01.117',-0.200,0.130
'13:01.119',-0.205,0.120
'13:01.122',-0.200,0.135
'13:01.125',-0.195,0.145
'13:01.128',-0.180,0.145
'13:01.131',-0.170,0.150
'13:01.133',-0.195,0.135
'13:01.136',-0.210,0.125
'13:01.139',-0.215,0.115
'13:01.142',-0.200,0.125
'13:01.144',-0.165,0.115
'13:01.147',-0.170,0.090
'13:01.150',-0.165,0.085
'13:01.153',-0.180,0.055
'13:01.156',-0.195,0.060
'13:01.158',-0.180,0.075
'13:01.161',-0.170,0.085
'13:01.164',-0.165,0.090
'13:01.167',-0.180,0.080
'13:01.169',-0.200,0.065
'13:01.172',-0.205,0.070
'13:01.175',-0.185,0.075
'13:01.178',-0.175,0.105
'13:01.181',-0.175,0.095
'13:01.183',-0.180,0.085
'13:01.186',-0.195,0.075
'13:01.189',-0.195,0.090
'13:01.192',-0.200,0.100
'13:01.194',-0.190,0.115
'13:01.197',-0.175,0.110
'13:01.200',-0.180,0.105
'13:01.203',-0.190,0.085
'13:01.206',-0.200,0.100
'13:01.208',-0.200,0.100
'13:01.211',-0.190,0.110
'13:01.214',-0.180,0.100
'13:01.217',-0.185,0.090
'13:01.219',-0.195,0.090
'13:01.222',-0.200,0.090
'13:01.225',-0.190,0.100
'13:01.228',-0.175,0.115
'13:01.231',-0.165,0.095
'13:01.233',-0.170,0.095
'13:01.236',-0.195,0.080
'13:01.239',-0.200,0.085
'13:01.242',-0.200,0.090
'13:01.244',-0.180,0.120
'13:01.247',-0.165,0.125
'13:01.250',-0.150,0.100
'13:01.253',-0.170,0.100
'13:01.256',-0.185,0.100
'13:01.258',-0.190,0.110
'13:01.261',-0.170,0.125
'13:01.264',-0.165,0.120
'13:01.267',-0.175,0.115
'13:01.269',-0.190,0.110
'13:01.272',-0.195,0.110
'13:01.275',-0.180,0.115
'13:01.278',-0.175,0.100
'13:01.281',-0.155,0.085
'13:01.283',-0.155,0.065
'13:01.286',-0.185,0.055
'13:01.289',-0.190,0.060
'13:01.292',-0.175,0.080
'13:01.294',-0.150,0.095
'13:01.297',-0.150,0.075
'13:01.300',-0.135,0.065
'13:01.303',-0.155,0.050
'13:01.306',-0.145,0.035
'13:01.308',-0.135,0.050
'13:01.311',-0.110,0.060
'13:01.314',-0.070,0.040
'13:01.317',-0.025,0.035
'13:01.319',0.020,0.020
'13:01.322',0.110,0.015
'13:01.325',0.225,0.040
'13:01.328',0.365,0.050
'13:01.331',0.555,0.035
'13:01.333',0.735,-0.020
'13:01.336',0.920,-0.095
'13:01.339',1.120,-0.140
'13:01.342',1.310,-0.140
'13:01.344',1.420,-0.065
'13:01.347',1.415,0.010
'13:01.350',1.255,0.045
'13:01.353',0.985,0.075
'13:01.356',0.645,0.095
'13:01.358',0.345,0.170
'13:01.361',0.060,0.215
'13:01.364',-0.140,0.240
'13:01.367',-0.255,0.225
'13:01.369',-0.260,0.195
'13:01.372',-0.235,0.155
'13:01.375',-0.175,0.120
'13:01.378',-0.145,0.120
'13:01.381',-0.150,0.115
'13:01.383',-0.180,0.095
'13:01.386',-0.220,0.100
'13:01.389',-0.230,0.095
'13:01.392',-0.240,0.115
'13:01.394',-0.250,0.150
'13:01.397',-0.240,0.125
'13:01.400',-0.250,0.120
'13:01.403',-0.260,0.120
'13:01.406',-0.270,0.115
'13:01.408',-0.260,0.125
'13:01.411',-0.250,0.130
'13:01.414',-0.240,0.120
'13:01.417',-0.250,0.100
'13:01.419',-0.275,0.075
'13:01.422',-0.280,0.075
'13:01.425',-0.275,0.085
'13:01.428',-0.255,0.085
'13:01.431',-0.245,0.075
'13:01.433',-0.245,0.075
'13:01.436',-0.265,0.075
'13:01.439',-0.280,0.085
'13:01.442',-0.270,0.100
'13:01.444',-0.270,0.110
'13:01.447',-0.270,0.100
'13:01.450',-0.255,0.090
'13:01.453',-0.275,0.075
'13:01.456',-0.260,0.085
'13:01.458',-0.255,0.105
'13:01.461',-0.240,0.115
'13:01.464',-0.235,0.120
'13:01.467',-0.245,0.110
'13:01.469',-0.260,0.090
'13:01.472',-0.255,0.085
'13:01.475',-0.250,0.090
'13:01.478',-0.240,0.115
'13:01.481',-0.230,0.110
'13:01.483',-0.230,0.090
'13:01.486',-0.235,0.090
'13:01.489',-0.250,0.085
'13:01.492',-0.230,0.115
'13:01.494',-0.225,0.115
'13:01.497',-0.200,0.125
'13:01.500',-0.225,0.105
'13:01.503',-0.225,0.100
'13:01.506',-0.235,0.110
'13:01.508',-0.215,0.130
'13:01.511',-0.200,0.130
'13:01.514',-0.185,0.125
'13:01.517',-0.185,0.100
'13:01.519',-0.195,0.060
'13:01.522',-0.205,0.040
'13:01.525',-0.185,0.045
'13:01.528',-0.175,0.065
'13:01.531',-0.160,0.060
'13:01.533',-0.170,0.040
'13:01.536',-0.165,0.015
'13:01.539',-0.180,0.005
'13:01.542',-0.165,0.010
'13:01.544',-0.150,0.030
'13:01.547',-0.130,0.010
'13:01.550',-0.130,-0.010
'13:01.553',-0.140,-0.045
'13:01.556',-0.140,-0.060
'13:01.558',-0.140,-0.070
'13:01.561',-0.120,-0.075
'13:01.564',-0.100,-0.070
'13:01.567',-0.105,-0.080
'13:01.569',-0.120,-0.095
'13:01.572',-0.125,-0.105
'13:01.575',-0.110,-0.090
'13:01.578',-0.115,-0.085
'13:01.581',-0.080,-0.095
'13:01.583',-0.100,-0.110
'13:01.586',-0.105,-0.115
'13:01.589',-0.095,-0.100
'13:01.592',-0.080,-0.090
'13:01.594',-0.055,-0.085
'13:01.597',-0.040,-0.090
'13:01.600',-0.035,-0.105
'13:01.603',-0.045,-0.100
'13:01.606',-0.055,-0.115
'13:01.608',-0.040,-0.085
'13:01.611',-0.030,-0.060
'13:01.614',-0.025,-0.075
'13:01.617',-0.030,-0.065
'13:01.619',-0.035,-0.065
'13:01.622',-0.040,-0.055
'13:01.625',-0.015,-0.020
'13:01.628',-0.010,-0.015
'13:01.631',-0.010,-0.005
'13:01.633',-0.025,-0.015
'13:01.636',-0.030,-0.020
'13:01.639',-0.040,-0.010
'13:01.642',-0.045,0.005
'13:01.644',-0.040,0.035
