'Elapsed time','MLII','V1'
'hh:mm:ss.mmm','mV','mV'
'14:00.000',-0.265,0.035
'14:00.003',-0.250,0.030
'14:00.006',-0.250,0.020
'14:00.008',-0.260,0.010
'14:00.011',-0.250,0.035
'14:00.014',-0.270,0.040
'14:00.017',-0.260,0.035
'14:00.019',-0.275,0.020
'14:00.022',-0.250,0.010
'14:00.025',-0.200,0.000
'14:00.028',-0.125,0.005
'14:00.031',-0.005,0.020
'14:00.033',0.140,0.000
'14:00.036',0.350,-0.035
'14:00.039',0.550,-0.045
'14:00.042',0.815,-0.010
'14:00.044',1.065,0.065
'14:00.047',1.290,0.175
'14:00.050',1.430,0.265
'14:00.053',1.460,0.370
'14:00.056',1.340,0.475
'14:00.058',1.135,0.525
'14:00.061',0.850,0.520
'14:00.064',0.535,0.465
'14:00.067',0.245,0.360
'14:00.069',0.025,0.195
'14:00.072',-0.135,0.040
'14:00.075',-0.220,-0.055
'14:00.078',-0.255,-0.105
'14:00.081',-0.260,-0.085
'14:00.083',-0.235,-0.060
'14:00.086',-0.215,-0.025
'14:00.089',-0.200,0.000
'14:00.092',-0.225,0.020
'14:00.094',-0.260,0.020
'14:00.097',-0.290,0.010
'14:00.100',-0.315,0.000
'14:00.103',-0.330,0.000
'14:00.106',-0.340,-0.025
'14:00.108',-0.340,-0.010
'14:00.111',-0.340,0.005
'14:00.114',-0.340,0.030
'14:00.117',-0.330,0.020
'14:00.119',-0.330,0.015
'14:00.122',-0.330,-0.015
'14:00.125',-0.345,-0.020
'14:00.128',-0.355,-0.020
'14:00.131',-0.380,-0.010
'14:00.133',-0.375,-0.020
'14:00.136',-0.365,-0.030
'14:00.139',-0.350,-0.035
'14:00.142',-0.340,-0.035
'14:00.144',-0.330,-0.005
'14:00.147',-0.335,0.030
'14:00.150',-0.350,0.040
'14:00.153',-0.355,0.025
'14:00.156',-0.345,0.000
'14:00.158',-0.355,-0.045
'14:00.161',-0.370,-0.065
'14:00.164',-0.375,-0.065
'14:00.167',-0.380,-0.060
'14:00.169',-0.360,-0.040
'14:00.172',-0.360,-0.045
'14:00.175',-0.340,-0.030
'14:00.178',-0.330,-0.020
'14:00.181',-0.340,0.005
'14:00.183',-0.345,0.020
'14:00.186',-0.345,0.025
'14:00.189',-0.345,0.000
'14:00.192',-0.335,-0.035
'14:00.194',-0.355,-0.070
'14:00.197',-0.360,-0.080
'14:00.200',-0.350,-0.075
'14:00.203',-0.340,-0.065
'14:00.206',-0.330,-0.050
