'Elapsed time','MLII','V1'
'hh:mm:ss.mmm','mV','mV'
'5:00.000',-0.455,-0.210
'5:00.003',-0.450,-0.195
'5:00.006',-0.435,-0.200
'5:00.008',-0.415,-0.205
'5:00.011',-0.405,-0.235
'5:00.014',-0.420,-0.230
'5:00.017',-0.425,-0.210
'5:00.019',-0.415,-0.190
'5:00.022',-0.375,-0.160
'5:00.025',-0.370,-0.150
'5:00.028',-0.365,-0.160
'5:00.031',-0.375,-0.150
'5:00.033',-0.385,-0.130
'5:00.036',-0.355,-0.085
'5:00.039',-0.360,-0.065
'5:00.042',-0.350,-0.070
'5:00.044',-0.330,-0.050
'5:00.047',-0.340,-0.060
'5:00.050',-0.345,-0.030
'5:00.053',-0.335,-0.005
'5:00.056',-0.305,0.010
'5:00.058',-0.280,0.030
'5:00.061',-0.270,0.030
'5:00.064',-0.290,0.025
'5:00.067',-0.280,0.045
'5:00.069',-0.255,0.075
'5:00.072',-0.230,0.080
'5:00.075',-0.225,0.090
'5:00.078',-0.220,0.080
'5:00.081',-0.220,0.075
'5:00.083',-0.205,0.075
'5:00.086',-0.200,0.090
'5:00.089',-0.175,0.085
'5:00.092',-0.160,0.100
'5:00.094',-0.165,0.085
'5:00.097',-0.150,0.060
'5:00.100',-0.160,0.060
'5:00.103',-0.135,0.075
'5:00.106',-0.090,0.065
'5:00.108',-0.090,0.045
'5:00.111',-0.060,0.020
'5:00.114',-0.060,0.015
'5:00.117',-0.045,-0.005
'5:00.119',-0.025,0.000
'5:00.122',-0.005,-0.015
'5:00.125',0.000,-0.040
'5:00.128',0.000,-0.065
'5:00.131',0.005,-0.095
'5:00.133',-0.010,-0.105
'5:00.136',-0.005,-0.100
'5:00.139',0.005,-0.110
'5:00.142',0.015,-0.125
'5:00.144',0.015,-0.155
'5:00.147',-0.015,-0.170
'5:00.150',-0.040,-0.180
'5:00.153',-0.030,-0.165
'5:00.156',0.000,-0.150
'5:00.158',-0.010,-0.160
'5:00.161',-0.030,-0.195
'5:00.164',-0.040,-0.190
'5:00.167',-0.040,-0.180
'5:00.169',-0.035,-0.155
'5:00.172',-0.045,-0.150
'5:00.175',-0.040,-0.150
'5:00.178',-0.030,-0.160
'5:00.181',-0.065,-0.150
'5:00.183',-0.070,-0.140
'5:00.186',-0.090,-0.120
'5:00.189',-0.075,-0.090
'5:00.192',-0.055,-0.080
'5:00.194',-0.095,-0.080
'5:00.197',-0.120,-0.090
'5:00.200',-0.135,-0.050
'5:00.203',-0.110,-0.035
'5:00.206',-0.100,0.000
'5:00.208',-0.095,0.000
'5:00.211',-0.110,-0.020
'5:00.214',-0.115,-0.015
'5:00.217',-0.135,-0.015
'5:00.219',-0.140,0.000
'5:00.222',-0.135,0.005
'5:00.225',-0.130,0.000
'5:00.228',-0.125,-0.005
'5:00.231',-0.145,-0.010
'5:00.233',-0.155,-0.015
'5:00.236',-0.145,0.005
'5:00.239',-0.115,0.015
'5:00.242',-0.110,0.010
'5:00.244',-0.125,-0.005
'5:00.247',-0.135,0.000
'5:00.250',-0.140,-0.020
